symbol,name,market,latestClosingDate,c,c63,c126,c189,c252,is_valid,rs_index,rs
2163.T,アルトナー,プライム（内国株式）,1970-01-01,1724.0,1533.0,1082.0,1038.0,962.0,1.0,45.9103274697375,93
2164.T,地域新聞社,グロース（内国株式）,1970-01-01,424.0,346.0,409.0,401.0,529.0,1.0,6.928215289248698,47
2168.T,パソナグループ,プライム（内国株式）,1970-01-01,1662.0,1766.0,1931.0,1986.0,2038.0,1.0,-12.094458999934593,9
2169.T,ＣＤＳ,スタンダード（内国株式）,1970-01-01,1726.0,1780.0,1820.0,1776.0,1757.0,1.0,-3.1623874595135626,21
2170.T,リンクアンドモチベーション,プライム（内国株式）,1970-01-01,479.0,428.0,543.0,681.0,643.0,1.0,-8.624460184318334,13
2173.T,博展,グロース（内国株式）,1970-01-01,637.0,713.0,745.0,659.0,788.0,1.0,-11.663169083466057,10
2175.T,エス・エム・エス,プライム（内国株式）,1970-01-01,2840.5,2989.0,3280.0,3660.0,2996.0,1.0,-10.183357577561512,11
2179.T,成学社,スタンダード（内国株式）,1970-01-01,711.0,708.0,749.0,695.0,703.0,1.0,-0.15716705116141896,28
2180.T,サニーサイドアップグループ,プライム（内国株式）,1970-01-01,773.0,694.0,597.0,605.0,612.0,1.0,21.26461844148375,75
2181.T,パーソルホールディングス,プライム（内国株式）,1970-01-01,2532.5,2750.0,2735.0,3100.0,2785.0,1.0,-10.11901653159526,11
2183.T,リニカル,プライム（内国株式）,1970-01-01,725.0,775.0,730.0,718.0,731.0,1.0,-2.6868040769672934,22
2185.T,シイエム・シイ,スタンダード（内国株式）,1970-01-01,1355.0,1384.0,1313.0,1145.0,1145.0,1.0,7.137850535788015,48
2186.T,ソーバル,スタンダード（内国株式）,1970-01-01,1030.0,1047.0,1055.0,1010.0,1010.0,1.0,-0.3313291309576104,28
2193.T,クックパッド,スタンダード（内国株式）,1970-01-01,165.0,178.0,224.0,203.0,212.0,1.0,-16.36701008614685,6
2195.T,アミタホールディングス,グロース（内国株式）,1970-01-01,781.0,811.0,1027.0,1235.0,1020.0,1.0,-18.308808363266436,5
2196.T,エスクリ,プライム（内国株式）,1970-01-01,368.0,369.0,350.0,340.0,365.0,1.0,2.7316127297338357,36
2198.T,アイ・ケイ・ケイホールディングス,プライム（内国株式）,1970-01-01,678.0,651.0,659.0,642.0,598.0,1.0,6.032698045983015,45
2201.T,森永製菓,プライム（内国株式）,1970-01-01,5336.0,4462.0,3915.0,3595.0,3875.0,1.0,32.320630514924645,86
2204.T,中村屋,プライム（内国株式）,1970-01-01,3120.0,3085.0,3070.0,3080.0,3080.0,1.0,1.2990221705292528,32
2206.T,江崎グリコ,プライム（内国株式）,1970-01-01,3888.0,3754.0,3425.0,3570.0,3565.0,1.0,7.725034286800439,49
2207.T,名糖産業,プライム（内国株式）,1970-01-01,1640.0,1627.0,1702.0,1600.0,1643.0,1.0,0.054533432782734856,29
2208.T,ブルボン,スタンダード（内国株式）,1970-01-01,2235.0,2120.0,2111.0,2106.0,2129.0,1.0,5.5654538826625135,44
2209.T,井村屋グループ,プライム（内国株式）,1970-01-01,2345.0,2232.0,2234.0,2198.0,2226.0,1.0,5.425584827472249,43
2211.T,不二家,プライム（内国株式）,1970-01-01,2464.0,2503.0,2432.0,2584.0,2345.0,1.0,-0.2739613992712929,28
2212.T,山崎製パン,プライム（内国株式）,1970-01-01,2783.5,2044.0,1569.0,1574.0,1658.0,1.0,58.8979087216307,96
2215.T,第一屋製パン,スタンダード（内国株式）,1970-01-01,404.0,393.0,406.0,402.0,467.0,1.0,-1.5774996097466156,24
2216.T,カンロ,スタンダード（内国株式）,1970-01-01,1793.0,1935.0,1152.0,1132.0,884.0,1.0,40.43712779483685,91
2217.T,モロゾフ,プライム（内国株式）,1970-01-01,3705.0,3720.0,3500.0,3445.0,3570.0,1.0,3.27587473212048,38
2220.T,亀田製菓,プライム（内国株式）,1970-01-01,4485.0,4210.0,4270.0,4290.0,4470.0,1.0,4.596057367500179,41
2221.T,岩塚製菓,スタンダード（内国株式）,1970-01-01,5190.0,4815.0,4915.0,4150.0,4090.0,1.0,14.625309493175301,64
2222.T,寿スピリッツ,プライム（内国株式）,1970-01-01,11840.0,10850.0,9060.0,7560.0,7850.0,1.0,31.274991345709534,85
2224.T,コモ,スタンダード（内国株式）,1970-01-01,2739.0,2718.0,2771.0,2718.0,2680.0,1.0,0.6729111153384864,30
2226.T,湖池屋,スタンダード（内国株式）,1970-01-01,7500.0,5710.0,5370.0,5350.0,5380.0,1.0,36.39078951703322,89
2229.T,カルビー,プライム（内国株式）,1970-01-01,2907.0,2780.0,2678.0,2993.0,2728.0,1.0,4.2752121212026,40
2264.T,森永乳業,プライム（内国株式）,1970-01-01,5987.0,5074.0,4710.0,4380.0,4100.0,1.0,29.162760235450662,83
2266.T,六甲バター,プライム（内国株式）,1970-01-01,1423.0,1344.0,1359.0,1363.0,1406.0,1.0,4.41529112406684,41
2267.T,ヤクルト本社,プライム（内国株式）,1970-01-01,7625.0,9340.0,9450.0,8430.0,8050.0,1.0,-14.172934019724565,8
2268.T,Ｂ－Ｒ　サーティワン　アイスクリーム,スタンダード（内国株式）,1970-01-01,4140.0,4135.0,4035.0,4085.0,4025.0,1.0,1.4095201075722934,33
2269.T,明治ホールディングス,プライム（内国株式）,1970-01-01,3705.0,3174.0,6230.0,6620.0,6570.0,1.0,-18.942175262133222,5
2270.T,雪印メグミルク,プライム（内国株式）,1970-01-01,2397.0,1897.0,1819.0,1727.0,1677.0,1.0,33.24398469556361,87
2281.T,プリマハム,プライム（内国株式）,1970-01-01,2545.0,2172.0,2195.0,2047.0,2116.0,1.0,18.978788469758705,71
2282.T,日本ハム,プライム（内国株式）,1970-01-01,4580.0,3852.0,3755.0,3670.0,3950.0,1.0,20.102851870208664,73
2286.T,林兼産業,スタンダード（内国株式）,1970-01-01,552.0,486.0,495.0,494.0,469.0,1.0,13.62275283511209,62
2288.T,丸大食品,プライム（内国株式）,1970-01-01,1727.0,1490.0,1524.0,1407.0,1532.0,1.0,16.1208351538385,66
2291.T,福留ハム,スタンダード（内国株式）,1970-01-01,1474.0,1474.0,1569.0,1513.0,1620.0,1.0,-3.528963587752154,21
2292.T,Ｓ　Ｆｏｏｄｓ,プライム（内国株式）,1970-01-01,3360.0,3160.0,2823.0,2850.0,2906.0,1.0,13.03962613038841,60
2293.T,滝沢ハム,スタンダード（内国株式）,1970-01-01,3035.0,2975.0,3045.0,3000.0,3000.0,1.0,1.207707910750507,32
2294.T,柿安本店,プライム（内国株式）,1970-01-01,2567.0,2325.0,2053.0,2128.0,2261.0,1.0,16.00345400803834,66
2296.T,伊藤ハム米久ホールディングス,プライム（内国株式）,1970-01-01,810.0,707.0,723.0,674.0,665.0,1.0,16.630589455239644,67
2300.T,きょくとう,スタンダード（内国株式）,1970-01-01,487.0,484.0,456.0,465.0,437.0,1.0,4.842149085695125,42
2301.T,学情,プライム（内国株式）,1970-01-01,1889.0,1779.0,1468.0,1450.0,1154.0,1.0,27.00246840299393,81
2303.T,ドーン,スタンダード（内国株式）,1970-01-01,1973.0,2020.0,2185.0,1818.0,1819.0,1.0,0.5272120581311993,30
2304.T,ＣＳＳホールディングス,スタンダード（内国株式）,1970-01-01,850.0,922.0,413.0,388.0,323.0,1.0,74.48459528833781,97
2305.T,スタジオアリス,プライム（内国株式）,1970-01-01,2108.0,2160.0,2079.0,2067.0,2154.0,1.0,-0.7143848250696414,26
2307.T,クロスキャット,プライム（内国株式）,1970-01-01,1081.0,1137.0,1270.0,1524.0,1377.0,1.0,-15.059324154487763,7
2309.T,シミックホールディングス,プライム（内国株式）,1970-01-01,1769.0,2013.0,1892.0,1671.0,1626.0,1.0,-3.216828346655219,21
2311.T,エプコ,プライム（内国株式）,1970-01-01,746.0,741.0,725.0,705.0,645.0,1.0,5.144119391003335,43
2315.T,ＣＡＩＣＡ　ＤＩＧＩＴＡＬ,スタンダード（内国株式）,1970-01-01,59.0,61.0,68.0,106.0,133.0,1.0,-23.954278310539546,3
2317.T,システナ,プライム（内国株式）,1970-01-01,277.0,308.0,321.0,415.0,422.0,1.0,-20.290047372111374,4
2321.T,ソフトフロントホールディングス,グロース（内国株式）,1970-01-01,97.0,110.0,89.0,89.0,93.0,1.0,-0.27155205553175776,28
2323.T,ｆｏｎｆｕｎ,スタンダード（内国株式）,1970-01-01,511.0,445.0,375.0,351.0,352.0,1.0,31.33681762889628,85
2325.T,ＮＪＳ,プライム（内国株式）,1970-01-01,2979.0,2561.0,2258.0,2011.0,1950.0,1.0,33.09577956117084,87
2326.T,デジタルアーツ,プライム（内国株式）,1970-01-01,4825.0,5860.0,5250.0,6390.0,6200.0,1.0,-18.017656466648003,5
2327.T,日鉄ソリューションズ,プライム（内国株式）,1970-01-01,4000.0,4190.0,3590.0,3360.0,3715.0,1.0,5.81412421311247,44
2329.T,東北新社,スタンダード（内国株式）,1970-01-01,1050.0,929.0,692.0,640.0,659.0,1.0,40.23568827079368,91
2330.T,フォーサイド,スタンダード（内国株式）,1970-01-01,81.0,73.0,80.0,68.0,75.0,1.0,10.057091055600322,55
2331.T,綜合警備保障,プライム（内国株式）,1970-01-01,944.9000244140624,785.2000122070312,709.0,707.0,719.0,1.0,27.803524120516915,82
2332.T,クエスト,スタンダード（内国株式）,1970-01-01,1225.0,1407.0,1336.0,1195.0,1176.0,1.0,-5.500380616397879,17
2334.T,イオレ,グロース（内国株式）,1970-01-01,2068.0,1501.0,1230.0,1190.0,854.0,1.0,71.92315884564013,97
2335.T,キューブシステム,プライム（内国株式）,1970-01-01,1168.0,1179.0,1176.0,1000.0,1020.0,1.0,5.752708737438997,44
2337.T,いちご,プライム（内国株式）,1970-01-01,306.0,273.0,290.0,293.0,298.0,1.0,7.362897876356635,48
2338.T,クオンタムソリューションズ,スタンダード（内国株式）,1970-01-01,801.0,790.0,870.0,893.0,856.0,1.0,-4.374761924955271,19
2340.T,極楽湯ホールディングス,スタンダード（内国株式）,1970-01-01,440.0,324.0,237.0,220.0,232.0,1.0,69.38282382484331,97
2341.T,アルバイトタイムス,スタンダード（内国株式）,1970-01-01,144.0,139.0,124.0,135.0,139.0,1.0,6.717413166241201,46
2342.T,トランスジェニック,グロース（内国株式）,1970-01-01,292.0,302.0,337.0,340.0,347.0,1.0,-9.988684686867384,11
2344.T,平安レイサービス,スタンダード（内国株式）,1970-01-01,776.0,762.0,740.0,752.0,771.0,1.0,2.4758806679182577,35
2345.T,クシム,スタンダード（内国株式）,1970-01-01,310.0,396.0,571.0,416.0,614.0,1.0,-32.82715905560992,1
2349.T,エヌアイデイ,スタンダード（内国株式）,1970-01-01,1590.0,1594.0,1785.0,1818.0,1518.0,1.0,-3.8448845854151132,20
2351.T,ＡＳＪ,グロース（内国株式）,1970-01-01,486.0,518.0,496.0,539.0,545.0,1.0,-7.006010715920665,15
2353.T,日本駐車場開発,プライム（内国株式）,1970-01-01,222.0,238.0,267.0,232.0,159.0,1.0,1.0025971892635184,31
2354.T,ＹＥ　ＤＩＧＩＴＡＬ,スタンダード（内国株式）,1970-01-01,701.0,454.0,447.0,404.0,474.0,1.0,57.407797150052474,95
2359.T,コア,プライム（内国株式）,1970-01-01,1755.0,1719.0,1566.0,1437.0,1430.0,1.0,12.222831249117057,59
2370.T,メディネット,グロース（内国株式）,1970-01-01,54.0,69.0,72.0,75.0,84.0,1.0,-26.438509316770187,2
2371.T,カカクコム,プライム（内国株式）,1970-01-01,1781.0,2076.0,1958.0,2334.0,2529.0,1.0,-18.146002695572918,5
2372.T,アイロムグループ,プライム（内国株式）,1970-01-01,1836.0,1920.0,1891.0,2240.0,2470.0,1.0,-11.072448898759122,10
2373.T,ケア２１,スタンダード（内国株式）,1970-01-01,689.0,643.0,707.0,748.0,806.0,1.0,-2.1283733757715835,23
2374.T,セントケア・ホールディング,プライム（内国株式）,1970-01-01,823.0,760.0,790.0,848.0,845.0,1.0,3.0408998109778618,37
2375.T,ギグワークス,スタンダード（内国株式）,1970-01-01,254.0,278.0,320.0,310.0,375.0,1.0,-17.644473969211727,6
2376.T,サイネックス,スタンダード（内国株式）,1970-01-01,640.0,593.0,583.0,560.0,598.0,1.0,9.387548623590662,53
2378.T,ルネサンス,プライム（内国株式）,1970-01-01,939.0,916.0,928.0,881.0,940.0,1.0,2.5368447665626315,35
2379.T,ディップ,プライム（内国株式）,1970-01-01,3575.0,3530.0,3675.0,3875.0,3405.0,1.0,-0.5841581984659218,27
2384.T,ＳＢＳホールディングス,プライム（内国株式）,1970-01-01,3050.0,3140.0,3220.0,2843.0,2920.0,1.0,0.1442217532416466,29
2385.T,総医研ホールディングス,グロース（内国株式）,1970-01-01,235.0,283.0,258.0,307.0,353.0,1.0,-19.943504187114247,4
2388.T,ウェッジホールディングス,グロース（内国株式）,1970-01-01,144.0,100.0,169.0,163.0,129.0,1.0,14.635713170133752,64
2389.T,デジタルホールディングス,プライム（内国株式）,1970-01-01,1081.0,1034.0,1171.0,1189.0,1279.0,1.0,-4.631787450019253,18
2391.T,プラネット,スタンダード（内国株式）,1970-01-01,1250.0,1259.0,1234.0,1214.0,1203.0,1.0,1.347838672179665,33
2393.T,日本ケアサプライ,スタンダード（内国株式）,1970-01-01,1688.0,1585.0,1642.0,1490.0,1475.0,1.0,8.705515125630392,52
2395.T,新日本科学,プライム（内国株式）,1970-01-01,2226.0,2329.0,3085.0,2536.0,2280.0,1.0,-10.256360419414241,11
2397.T,ＤＮＡチップ研究所,スタンダード（内国株式）,1970-01-01,731.0,690.0,775.0,537.0,561.0,1.0,14.527259668384978,63
2402.T,アマナ,グロース（内国株式）,1970-01-01,397.0,343.0,554.0,591.0,569.0,1.0,-11.98133196718519,10
2404.T,鉄人化計画,スタンダード（内国株式）,1970-01-01,388.0,374.0,294.0,291.0,308.0,1.0,19.75335588780967,72
2408.T,ＫＧ情報,スタンダード（内国株式）,1970-01-01,425.0,390.0,364.0,361.0,379.0,1.0,12.914538945828461,60
2410.T,キャリアデザインセンター,プライム（内国株式）,1970-01-01,2090.0,1547.0,2161.0,1538.0,1594.0,1.0,26.784465338240743,81
2411.T,ゲンダイエージェンシー,スタンダード（内国株式）,1970-01-01,409.0,458.0,462.0,353.0,339.0,1.0,0.7287497659973413,31
2412.T,ベネフィット・ワン,プライム（内国株式）,1970-01-01,1266.5,1649.5,2053.0,2110.0,2018.0,1.0,-32.39284998718109,1
2413.T,エムスリー,プライム（内国株式）,1970-01-01,2918.5,3262.0,3275.0,4242.0,4350.0,1.0,-19.210829364553696,5
2415.T,ヒューマンホールディングス,スタンダード（内国株式）,1970-01-01,1030.0,985.0,904.0,868.0,881.0,1.0,11.730260544782082,58
2418.T,ツカダ・グローバルホールディング,プライム（内国株式）,1970-01-01,497.0,472.0,427.0,395.0,341.0,1.0,19.711449671714142,72
2424.T,ブラス,プライム（内国株式）,1970-01-01,868.0,1227.0,1170.0,932.0,933.0,1.0,-19.632479973186218,4
2425.T,ケアサービス,スタンダード（内国株式）,1970-01-01,707.0,750.0,796.0,611.0,652.0,1.0,0.2999918519294806,29
2427.T,アウトソーシング,プライム（内国株式）,1970-01-01,1175.0,1296.0,1358.0,991.0,1186.0,1.0,-2.901784496274611,22
2428.T,ウェルネット,プライム（内国株式）,1970-01-01,599.0,619.0,647.0,620.0,550.0,1.0,-1.6717795331916165,24
2429.T,ワールドホールディングス,プライム（内国株式）,1970-01-01,2440.0,2806.0,2782.0,2743.0,2635.0,1.0,-11.365389972549126,10
2432.T,ディー・エヌ・エー,プライム（内国株式）,1970-01-01,1525.5,1870.0,1716.0,1793.0,1887.0,1.0,-16.404568204820823,6
2433.T,博報堂ＤＹホールディングス,プライム（内国株式）,1970-01-01,1382.0,1508.5,1538.0,1316.0,1257.0,1.0,-2.391032187069271,23
2435.T,シダー,スタンダード（内国株式）,1970-01-01,278.0,267.0,171.0,163.0,165.0,1.0,41.969959102769764,92
2436.T,共同ピーアール,スタンダード（内国株式）,1970-01-01,570.0,615.0,596.0,683.0,640.5,1.0,-9.30964882793838,12
2437.T,Ｓｈｉｎｗａ　Ｗｉｓｅ　Ｈｏｌｄｉｎｇｓ,スタンダード（内国株式）,1970-01-01,675.0,602.0,610.0,790.0,921.0,1.0,-1.2717660691831945,25
2438.T,アスカネット,グロース（内国株式）,1970-01-01,787.0,937.0,918.0,997.0,966.0,1.0,-17.1760877103665,6
2440.T,ぐるなび,プライム（内国株式）,1970-01-01,332.0,363.0,356.0,408.0,440.0,1.0,-13.398873673343422,8
2445.T,タカミヤ,プライム（内国株式）,1970-01-01,518.0,498.0,441.0,386.0,412.0,1.0,17.08349850117787,68
2449.T,プラップジャパン,スタンダード（内国株式）,1970-01-01,1080.0,1096.0,1000.0,979.0,1012.0,1.0,4.423261840445613,41
2453.T,ジャパンベストレスキューシステム,プライム（内国株式）,1970-01-01,719.0,695.0,770.0,861.0,713.0,1.0,-3.073567543103426,21
2454.T,オールアバウト,スタンダード（内国株式）,1970-01-01,506.0,522.0,576.0,541.0,594.0,1.0,-7.913472343208146,14
2459.T,アウンコンサルティング,スタンダード（内国株式）,1970-01-01,165.0,164.0,160.0,172.0,168.0,1.0,-0.30219390649056,28
2461.T,ファンコミュニケーションズ,プライム（内国株式）,1970-01-01,395.0,399.0,411.0,439.0,410.0,1.0,-3.9158544397807598,20
2462.T,ライク,プライム（内国株式）,1970-01-01,1564.0,1667.0,1936.0,1996.0,2200.0,1.0,-16.42495640191924,6
2464.T,ビジネス・ブレークスルー,プライム（内国株式）,1970-01-01,411.0,434.0,383.0,385.0,406.0,1.0,0.9392800933328992,31
2468.T,フュートレック,スタンダード（内国株式）,1970-01-01,272.0,250.0,233.0,235.0,245.0,1.0,12.220657287844368,59
2469.T,ヒビノ,スタンダード（内国株式）,1970-01-01,1762.0,1716.0,1401.0,1415.0,1421.0,1.0,15.92975354101355,66
2471.T,エスプール,プライム（内国株式）,1970-01-01,491.0,586.0,627.0,924.0,1029.0,1.0,-30.6518081630717,1
2475.T,ＷＤＢホールディングス,プライム（内国株式）,1970-01-01,2083.0,2140.0,2061.0,2300.0,2539.0,1.0,-6.33085382540403,16
2477.T,手間いらず,プライム（内国株式）,1970-01-01,3360.0,3985.0,4960.0,5040.0,4720.0,1.0,-25.154517155754707,2
2479.T,ジェイテック,グロース（内国株式）,1970-01-01,265.0,318.0,289.0,225.0,199.0,1.0,1.861155064055379,34
2480.T,システム・ロケーション,スタンダード（内国株式）,1970-01-01,1393.0,1356.0,1485.0,1553.0,1735.0,1.0,-6.150502934023196,16
2481.T,タウンニュース社,スタンダード（内国株式）,1970-01-01,575.0,616.0,506.0,474.0,420.0,1.0,11.707490821414874,58
2483.T,翻訳センター,スタンダード（内国株式）,1970-01-01,1843.0,1690.0,1568.0,1513.0,1499.0,1.0,16.08087563662392,66
2484.T,出前館,スタンダード（内国株式）,1970-01-01,401.0,418.0,465.0,558.0,596.0,1.0,-16.550346734859218,6
2485.T,ティア,スタンダード（内国株式）,1970-01-01,457.0,438.0,436.0,419.0,436.0,1.0,5.475607804038993,43
2487.T,ＣＤＧ,スタンダード（内国株式）,1970-01-01,1299.0,1361.0,1193.0,1159.0,1273.0,1.0,2.7792027754696083,36
